STT,Tinh_Thanh,Ten_Xa_Moi,Cac_Xa_Cu_Sap_Nhap,Loai_Don_Vi
894,Hà Nội,Hai Bà Trưng,"phường Đồng Nhân, phường Phố Huế, một phần diện tích tự nhiên, quy mô dân số của các phường Bạch Đằng, Lê Đại Hành, Nguyễn Du, Thanh Nhàn và phần còn lại của phường Phạm Đình Hổ sau khi sắp xếp theo quy định tại khoản 2 Điều này",Phường
895,Hà Nội,Vĩnh Tuy,,Phường
896,Hà Nội,Bạch Mai,"các phường Bạch Mai, Bách Khoa, Quỳnh Mai, một phần diện tích tự nhiên, quy mô dân số của các phường Minh Khai (quận Hai Bà Trưng), Đồng Tâm, Lê Đại Hành, Phương Mai, Trương Định và phần còn lại của phường Thanh Nhàn sau khi sắp xếp theo quy định tại khoản 6 Điều này",Phường
897,Hà Nội,Đống Đa,"phường Thịnh Quang và một phần diện tích tự nhiên, quy mô dân số của các phường Quang Trung (quận Đống Đa), Láng Hạ, Nam Đồng, Ô Chợ Dừa, Trung Liệt",Phường
898,Hà Nội,Kim Liên,"phường Kim Liên, phường Khương Thượng, một phần diện tích tự nhiên, quy mô dân số của các phường Nam Đồng, Phương Liên - Trung Tự, Trung Liệt, phần còn lại của phường Phương Mai sau khi sắp xếp theo quy định tại khoản 8 Điều này và phần còn lại của phường Quang Trung (quận Đống Đa) sau khi sắp xếp theo quy định tại khoản 9 Điều này",Phường
899,Hà Nội,Văn Miếu - Quốc Tử Giám,"các phường Khâm Thiên, Thổ Quan, Văn Chương, một phần diện tích tự nhiên, quy mô dân số của các phường Điện Biên, Hàng Bột, Văn Miếu - Quốc Tử Giám, phần còn lại của phường Cửa Nam sau khi sắp xếp theo quy định tại các khoản 1, 2, 3 Điều này, phần còn lại của phường Lê Đại Hành sau khi sắp xếp theo quy định tại khoản 6, khoản 8 Điều này, phần còn lại của phường Nam Đồng sau khi sắp xếp theo quy định tại khoản 9, khoản 10 Điều này, phần còn lại của phường Nguyễn Du sau khi sắp xếp theo quy định tại khoản 2, khoản 6 Điều này và phần còn lại của phường Phương Liên - Trung Tự sau khi sắp xếp theo quy định tại khoản 10 Điều này",Phường
900,Hà Nội,Láng,"phường Láng Thượng, phần còn lại của phường Láng Hạ sau khi sắp xếp theo quy định tại khoản 5, khoản 9 Điều này và phần còn lại của phường Ngọc Khánh sau khi sắp xếp theo quy định tại khoản 4, khoản 5 Điều này",Phường
901,Hà Nội,Ô Chợ Dừa,,Phường
902,Hà Nội,Hồng Hà,"các phường Chương Dương, Phúc Tân, Phúc Xá, một phần diện tích tự nhiên, quy mô dân số của các phường Nhật Tân, Phú Thượng, Quảng An, Thanh Lương, Tứ Liên, Yên Phụ, một phần diện tích tự nhiên của phường Bồ Đề và phường Ngọc Thụy, phần còn lại của phường Bạch Đằng sau khi sắp xếp theo quy định tại khoản 6 Điều này",Phường
903,Hà Nội,Lĩnh Nam,,Phường
904,Hà Nội,Hoàng Mai,,Phường
905,Hà Nội,Vĩnh Hưng,,Phường
906,Hà Nội,Tương Mai,,Phường
907,Hà Nội,Định Công,,Phường
908,Hà Nội,Hoàng Liệt,,Phường
909,Hà Nội,Yên Sở,,Phường
910,Hà Nội,Thanh Xuân,,Phường
911,Hà Nội,Khương Đình,,Phường
912,Hà Nội,Phương Liệt,"phường Khương Mai, phần còn lại của phường Thịnh Liệt sau khi sắp xếp theo quy định tại các khoản 16, 19, 21 Điều này, phần còn lại của phường Phương Liệt sau khi sắp xếp theo quy định tại khoản 18 Điều này, phần còn lại của phường Định Công sau khi sắp xếp theo quy định tại khoản 19 Điều này, phần còn lại của phường Khương Đình và phường Khương Trung sau khi sắp xếp theo quy định tại khoản 23 Điều này",Phường
913,Hà Nội,Cầu Giấy,,Phường
914,Hà Nội,Nghĩa Đô,"phường Nghĩa Tân, một phần diện tích tự nhiên, quy mô dân số của các phường Cổ Nhuế 1, Mai Dịch, Nghĩa Đô, Xuân La, Xuân Tảo và phần còn lại của các phường Dịch Vọng, Dịch Vọng Hậu, Quan Hoa sau khi sắp xếp theo quy định tại khoản 25 Điều này",Phường
915,Hà Nội,Yên Hòa,,Phường
916,Hà Nội,Tây Hồ,"phường Bưởi, một phần diện tích tự nhiên, quy mô dân số của phường Phú Thượng và phường Xuân La, phần còn lại của các phường Nhật Tân, Quảng An, Tứ Liên, Yên Phụ sau khi sắp xếp theo quy định tại khoản 14 Điều này, phần còn lại của phường Nghĩa Đô sau khi sắp xếp theo quy định tại khoản 4, khoản 26 Điều này và phần còn lại của phường Thụy Khuê sau khi sắp xếp theo quy định tại khoản 3 Điều này",Phường
917,Hà Nội,Phú Thượng,,Phường
918,Hà Nội,Tây Tựu,,Phường
919,Hà Nội,Phú Diễn,"phường Phú Diễn và một phần diện tích tự nhiên, quy mô dân số của các phường Cổ Nhuế 1, Mai Dịch, Phúc Diễn",Phường
920,Hà Nội,Xuân Đỉnh,,Phường
921,Hà Nội,Đông Ngạc,"phường Đức Thắng, một phần diện tích tự nhiên, quy mô dân số của phường Cổ Nhuế 2 và phường Thụy Phương, một phần diện tích tự nhiên của phường Minh Khai (quận Bắc Từ Liêm), phần còn lại của phường Đông Ngạc sau khi sắp xếp theo quy định tại khoản 29 Điều này và phần còn lại của phường Xuân Đỉnh sau khi sắp xếp theo quy định tại khoản 29, khoản 32 Điều này",Phường
922,Hà Nội,Thượng Cát,"phường Liên Mạc, phường Thượng Cát, một phần diện tích tự nhiên của phường Minh Khai (quận Bắc Từ Liêm) và phường Tây Tựu, phần còn lại của phường Cổ Nhuế 2 và phường Thụy Phương sau khi sắp xếp theo quy định tại khoản 33 Điều này",Phường
923,Hà Nội,Từ Liêm,"phường Cầu Diễn, một phần diện tích tự nhiên, quy mô dân số của phường Mễ Trì và phường Phú Đô, phần còn lại của phường Mai Dịch sau khi sắp xếp theo quy định tại khoản 26, khoản 31 Điều này, phần còn lại của phường Mỹ Đình 1 và phường Mỹ Đình 2 sau khi sắp xếp theo quy định tại khoản 25 Điều này",Phường
924,Hà Nội,Xuân Phương,"phường Phương Canh, phường Xuân Phương, một phần diện tích tự nhiên, quy mô dân số của phường Đại Mỗ và phường Tây Mỗ, một phần diện tích tự nhiên của xã Vân Canh, phần còn lại của phường Minh Khai (quận Bắc Từ Liêm) sau khi sắp xếp theo quy định tại các khoản 30, 33, 34 và phần còn lại của phường Phúc Diễn sau khi sắp xếp theo quy định tại khoản 31 Điều này",Phường
925,Hà Nội,Tây Mỗ,,Phường
926,Hà Nội,Đại Mỗ,,Phường
927,Hà Nội,Long Biên,,Phường
928,Hà Nội,Bồ Đề,"phường Ngọc Lâm, một phần diện tích tự nhiên, quy mô dân số của các phường Đức Giang, Gia Thụy, Thượng Thanh, một phần diện tích tự nhiên của phường Phúc Đồng, phần còn lại của phường Ngọc Thụy sau khi sắp xếp theo quy định tại khoản 14 Điều này, phần còn lại của phường Bồ Đề sau khi sắp xếp theo quy định tại khoản 14, khoản 39 Điều này và phần còn lại của phường Long Biên sau khi sắp xếp theo quy định tại khoản 39 Điều này",Phường
929,Hà Nội,Việt Hưng,,Phường
930,Hà Nội,Phúc Lợi,,Phường
931,Hà Nội,Hà Đông,"phường Phúc La, phường Vạn Phúc, một phần diện tích tự nhiên, quy mô dân số của các phường Quang Trung (quận Hà Đông), Đại Mỗ, Hà Cầu, La Khê, Văn Quán và xã Tân Triều, phần còn lại của phường Mộ Lao sau khi sắp xếp theo quy định tại khoản 38 Điều này",Phường
932,Hà Nội,Dương Nội,,Phường
933,Hà Nội,Yên Nghĩa,,Phường
934,Hà Nội,Phú Lương,"phường Phú Lãm, một phần diện tích tự nhiên, quy mô dân số của phường Kiến Hưng, phường Phú Lương, xã Cự Khê và xã Hữu Hòa",Phường
935,Hà Nội,Kiến Hưng,,Phường
936,Hà Nội,Thanh Liệt,,Phường
937,Hà Nội,Chương Mỹ,"phường Biên Giang, thị trấn Chúc Sơn, các xã Đại Yên, Ngọc Hòa, Phụng Châu, Tiên Phương, Thuỵ Hương và phần còn lại của phường Đồng Mai sau khi sắp xếp theo quy định tại khoản 45 Điều này",Phường
938,Hà Nội,Sơn Tây,"các phường Ngô Quyền, Phú Thịnh, Viên Sơn, xã Đường Lâm, một phần diện tích tự nhiên, quy mô dân số của phường Trung Hưng, phường Sơn Lộc và xã Thanh Mỹ",Phường
939,Hà Nội,Tùng Thiện,"phường Xuân Khanh, phường Trung Sơn Trầm, xã Xuân Sơn, phần còn lại của phường Trung Hưng, phường Sơn Lộc và xã Thanh Mỹ sau khi sắp xếp theo quy định tại khoản 50 Điều này",Phường
940,Hà Nội,Thanh Trì,,Xã
941,Hà Nội,Đại Thanh,,Xã
942,Hà Nội,Nam Phù,"xã Vạn Phúc, một phần diện tích tự nhiên, quy mô dân số của xã Liên Ninh và xã Ninh Sở, một phần diện tích tự nhiên, toàn bộ quy mô dân số của xã Đông Mỹ, một phần diện tích tự nhiên của xã Duyên Thái và phần còn lại của các xã Ngũ Hiệp, Yên Mỹ, Duyên Hà sau khi sắp xếp theo quy định tại khoản 52 Điều này",Xã
943,Hà Nội,Ngọc Hồi,"xã Ngọc Hồi, một phần diện tích tự nhiên, quy mô dân số của các xã Duyên Thái, Đại Áng, Khánh Hà và phần còn lại của xã Liên Ninh sau khi sắp xếp theo quy định tại khoản 54 Điều này",Xã
944,Hà Nội,Thượng Phúc,,Xã
945,Hà Nội,Thường Tín,"thị trấn Thường Tín, các xã Tiền Phong (huyện Thường Tín), Hiền Giang, Hòa Bình, Nhị Khê, Văn Bình, Văn Phú, phần còn lại của xã Đại Áng và xã Khánh Hà sau khi sắp xếp theo quy định tại khoản 55 Điều này",Xã
946,Hà Nội,Chương Dương,"các xã Chương Dương, Lê Lợi, Thắng Lợi, Tự Nhiên, một phần diện tích tự nhiên, quy mô dân số của xã Tô Hiệu và xã Vạn Nhất",Xã
947,Hà Nội,Hồng Vân,"các xã Hà Hồi, Hồng Vân, Liên Phương, Vân Tảo, phần còn lại của xã Duyên Thái sau khi sắp xếp theo quy định tại khoản 54, khoản 55 Điều này, phần còn lại của xã Ninh Sở và xã Đông Mỹ sau khi sắp xếp theo quy định tại khoản 54 Điều này",Xã
948,Hà Nội,Phú Xuyên,"thị trấn Phú Minh, thị trấn Phú Xuyên, các xã Hồng Thái, Minh Cường, Nam Phong, Nam Tiến, Quang Hà, Văn Tự, phần còn lại của xã Tô Hiệu và xã Vạn Nhất sau khi sắp xếp theo quy định tại khoản 58 Điều này",Xã
949,Hà Nội,Phượng Dực,,Xã
950,Hà Nội,Chuyên Mỹ,,Xã
951,Hà Nội,Đại Xuyên,,Xã
952,Hà Nội,Thanh Oai,"thị trấn Kim Bài, các xã Đỗ Động, Kim An, Phương Trung, Thanh Mai và một phần diện tích tự nhiên, quy mô dân số của xã Kim Thư",Xã
953,Hà Nội,Bình Minh,"các xã Bích Hòa, Bình Minh, Cao Viên, Thanh Cao, một phần diện tích tự nhiên, quy mô dân số của xã Lam Điền, phần còn lại của xã Cự Khê sau khi sắp xếp theo quy định tại khoản 46 Điều này và phần còn lại của phường Phú Lương sau khi sắp xếp theo quy định tại khoản 46, khoản 47 Điều này",Xã
954,Hà Nội,Tam Hưng,,Xã
955,Hà Nội,Dân Hòa,,Xã
956,Hà Nội,Vân Đình,,Xã
957,Hà Nội,Ứng Thiên,,Xã
958,Hà Nội,Hòa Xá,,Xã
959,Hà Nội,Ứng Hòa,,Xã
960,Hà Nội,Mỹ Đức,,Xã
961,Hà Nội,Hồng Sơn,,Xã
962,Hà Nội,Phúc Sơn,"các xã Mỹ Xuyên, Phúc Lâm, Thượng Lâm, Tuy Lai và một phần diện tích tự nhiên, toàn bộ quy mô dân số của xã Đồng Tâm",Xã
963,Hà Nội,Hương Sơn,,Xã
964,Hà Nội,Phú Nghĩa,,Xã
965,Hà Nội,Xuân Mai,"thị trấn Xuân Mai, xã Nam Phương Tiến, xã Thủy Xuân Tiên và một phần diện tích tự nhiên, quy mô dân số của xã Tân Tiến",Xã
966,Hà Nội,Trần Phú,"các xã Hoàng Văn Thụ, Hữu Văn, Mỹ Lương, Trần Phú, phần còn lại của xã Đồng Tâm sau khi sắp xếp theo quy định tại khoản 74 Điều này và phần còn lại của xã Tân Tiến sau khi sắp xếp theo quy định tại khoản 77 Điều này",Xã
967,Hà Nội,Hòa Phú,"các xã Hòa Phú (huyện Chương Mỹ), Đồng Lạc, Hồng Phú, Thượng Vực, Văn Võ và phần còn lại của xã Kim Thư sau khi sắp xếp theo quy định tại khoản 64 Điều này",Xã
968,Hà Nội,Quảng Bị,"các xã Hoàng Diệu, Hợp Đồng, Quảng Bị, Tốt Động và phần còn lại của xã Lam Điền sau khi sắp xếp theo quy định tại khoản 65 Điều này",Xã
969,Hà Nội,Minh Châu,"xã Minh Châu, một phần diện tích tự nhiên của thị trấn Tây Đằng và xã Chu Minh",Xã
970,Hà Nội,Quảng Oai,"các xã Cam Thượng, Đông Quang, Tiên Phong, một phần diện tích tự nhiên, toàn bộ quy mô dân số của xã Thụy An, phần còn lại của thị trấn Tây Đằng và xã Chu Minh sau khi sắp xếp theo quy định tại khoản 81 Điều này",Xã
971,Hà Nội,Vật Lại,,Xã
972,Hà Nội,Cổ Đô,,Xã
973,Hà Nội,Bất Bạt,"các xã Thuần Mỹ, Tòng Bạt, Sơn Đà, một phần diện tích tự nhiên, quy mô dân số của xã Cẩm Lĩnh và xã Minh Quang",Xã
974,Hà Nội,Suối Hai,"xã Ba Trại, xã Tản Lĩnh, phần còn lại của xã Thụy An sau khi sắp xếp theo quy định tại khoản 82 và phần còn lại của xã Cẩm Lĩnh sau khi sắp xếp theo quy định tại khoản 85 Điều này",Xã
975,Hà Nội,Ba Vì,"xã Ba Vì, xã Khánh Thượng và phần còn lại của xã Minh Quang sau khi sắp xếp theo quy định tại khoản 85 Điều này",Xã
976,Hà Nội,Yên Bài,"xã Vân Hòa, xã Yên Bài và một phần diện tích tự nhiên, quy mô dân số của xã Thạch Hòa",Xã
977,Hà Nội,Đoài Phương,"xã Kim Sơn, xã Sơn Đông và một phần diện tích tự nhiên, quy mô dân số của xã Cổ Đông",Xã
978,Hà Nội,Phúc Thọ,,Xã
979,Hà Nội,Phúc Lộc,,Xã
980,Hà Nội,Hát Môn,,Xã
981,Hà Nội,Thạch Thất,,Xã
982,Hà Nội,Hạ Bằng,"xã Cần Kiệm, xã Đồng Trúc, một phần diện tích tự nhiên, quy mô dân số của các xã Bình Yên, Hạ Bằng, Tân Xã và một phần diện tích tự nhiên của xã Phú Cát",Xã
983,Hà Nội,Tây Phương,"các xã Phùng Xá (huyện Thạch Thất), Hương Ngải, Lam Sơn, Thạch Xá, một phần diện tích tự nhiên, quy mô dân số của xã Quang Trung, một phần diện tích tự nhiên của thị trấn Quốc Oai, xã Ngọc Liệp và xã Phượng Sơn",Xã
984,Hà Nội,Hòa Lạc,,Xã
985,Hà Nội,Yên Xuân,"các xã Đông Xuân (huyện Quốc Oai), Yên Bình, Yên Trung, phần còn lại của xã Tiến Xuân sau khi sắp xếp theo quy định tại khoản 96 Điều này và phần còn lại của xã Thạch Hòa sau khi sắp xếp theo quy định tại khoản 88, khoản 96 Điều này",Xã
986,Hà Nội,Quốc Oai,,Xã
987,Hà Nội,Hưng Đạo,,Xã
988,Hà Nội,Kiều Phú,"các xã Cấn Hữu, Liệp Nghĩa, Tuyết Nghĩa, phần còn lại của xã Ngọc Liệp và xã Quang Trung sau khi sắp xếp theo quy định tại khoản 95 Điều này, phần còn lại của xã Ngọc Mỹ sau khi sắp xếp theo quy định tại khoản 98 Điều này",Xã
989,Hà Nội,Phú Cát,"các xã Đông Yên, Hoà Thạch, Phú Mãn và phần còn lại của xã Phú Cát sau khi sắp xếp theo quy định tại khoản 94 Điều này",Xã
990,Hà Nội,Hoài Đức,"thị trấn Trạm Trôi, các xã Di Trạch, Đức Giang, Đức Thượng, một phần diện tích tự nhiên của phường Tây Tựu và xã Tân Lập, phần còn lại của xã Kim Chung (huyện Hoài Đức) sau khi sắp xếp theo quy định tại khoản 30 Điều này",Xã
991,Hà Nội,Dương Hòa,,Xã
992,Hà Nội,Sơn Đồng,"các xã Lại Yên, Sơn Đồng, Tiền Yên, một phần diện tích tự nhiên, quy mô dân số của các xã An Khánh, Song Phương, Vân Côn, một phần diện tích tự nhiên của xã An Thượng và phần còn lại của xã Vân Canh sau khi sắp xếp theo quy định tại khoản 36 Điều này",Xã
993,Hà Nội,An Khánh,"xã Đông La, phần còn lại của phường Dương Nội sau khi sắp xếp theo quy định tại các khoản 37, 38, 44 Điều này, phần còn lại của xã An Khánh sau khi sắp xếp theo quy định tại khoản 37, khoản 104 Điều này, phần còn lại của xã La Phù sau khi sắp xếp theo quy định tại khoản 44 Điều này và phần còn lại của các xã Song Phương, Vân Côn, An Thượng sau khi sắp xếp theo quy định tại khoản 104 Điều này",Xã
994,Hà Nội,Đan Phượng,,Xã
995,Hà Nội,Ô Diên,"xã Hạ Mỗ, xã Tân Hội, một phần diện tích tự nhiên, toàn bộ quy mô dân số của các xã Liên Hà (huyện Đan Phượng), Hồng Hà, Liên Hồng, Liên Trung, một phần diện tích tự nhiên của xã Văn Khê, phần còn lại của phường Tây Tựu sau khi sắp xếp theo quy định tại các khoản 30, 34, 102 Điều này và phần còn lại của xã Tân Lập sau khi sắp xếp theo quy định tại khoản 102 Điều này",Xã
996,Hà Nội,Liên Minh,,Xã
997,Hà Nội,Gia Lâm,"xã Dương Xá, xã Kiêu Kỵ, một phần diện tích tự nhiên, toàn bộ quy mô dân số của thị trấn Trâu Quỳ, một phần diện tích tự nhiên, quy mô dân số của phường Thạch Bàn và các xã Phú Sơn (huyện Gia Lâm), Cổ Bi, Đa Tốn, một phần diện tích tự nhiên của xã Bát Tràng",Xã
998,Hà Nội,Thuận An,"xã Dương Quang, xã Lệ Chi, một phần diện tích tự nhiên, toàn bộ quy mô dân số của xã Đặng Xá và phần còn lại của xã Phú Sơn (huyện Gia Lâm) sau khi sắp xếp theo quy định tại khoản 109 Điều này",Xã
999,Hà Nội,Bát Tràng,"xã Kim Đức, phần còn lại của phường Cự Khối sau khi sắp xếp theo quy định tại khoản 39 Điều này, phần còn lại của phường Thạch Bàn sau khi sắp xếp theo quy định tại các khoản 39, 42, 109 Điều này, phần còn lại của thị trấn Trâu Quỳ và xã Đa Tốn sau khi sắp xếp theo quy định tại khoản 109 Điều này, phần còn lại của xã Bát Tràng sau khi sắp xếp theo quy định tại khoản 39, khoản 109 Điều này",Xã
1000,Hà Nội,Phù Đổng,"thị trấn Yên Viên, các xã Ninh Hiệp, Phù Đổng, Thiên Đức, Yên Thường, Yên Viên, phần còn lại của xã Cổ Bi sau khi sắp xếp theo quy định tại khoản 42, khoản 109 Điều này và phần còn lại của xã Đặng Xá sau khi sắp xếp theo quy định tại khoản 110 Điều này",Xã
1001,Hà Nội,Thư Lâm,"xã Thụy Lâm, xã Vân Hà, một phần diện tích tự nhiên, toàn bộ quy mô dân số của xã Xuân Nộn, một phần diện tích tự nhiên, quy mô dân số của thị trấn Đông Anh và các xã Liên Hà (huyện Đông Anh), Dục Tú, Nguyên Khê, Uy Nỗ, Việt Hùng",Xã
1002,Hà Nội,Đông Anh,"các xã Cổ Loa, Đông Hội, Mai Lâm, một phần diện tích tự nhiên, quy mô dân số của thị trấn Đông Anh và các xã Tàm Xá, Tiên Dương, Vĩnh Ngọc, Xuân Canh, phần còn lại của các xã Liên Hà (huyện Đông Anh), Dục Tú, Uy Nỗ, Việt Hùng sau khi sắp xếp theo quy định tại khoản 113 Điều này",Xã
1003,Hà Nội,Phúc Thịnh,"các xã Bắc Hồng, Nam Hồng, Vân Nội, một phần diện tích tự nhiên của xã Vĩnh Ngọc, phần còn lại của xã Nguyên Khê và xã Xuân Nộn sau khi sắp xếp theo quy định tại khoản 113 Điều này, phần còn lại của xã Tiên Dương sau khi sắp xếp theo quy định tại khoản 114 Điều này và phần còn lại của thị trấn Đông Anh sau khi sắp xếp theo quy định tại khoản 113, khoản 114 Điều này",Xã
